Collection Name,Link to collection metadata,Archive,Level to integrate into EHRI portal,EHRI portal integration? (Y/N/staging set),Relevant sub-components (folder-level ingests only; some notes may also be included for collection level):,Reference,Finding Aid ID,Conditions governing access (if provided),Original archive's email/website,Further archival contact information
"Préfecture de Saône-et-Loire, cabinet (1081W)",https://francearchives.gouv.fr/en/findingaid/924f225a3645f3b40684b16a5e6856d4a57ed6f8,Archives départementales de Saône-et-Loire,Collection,,,1081 W 1 - 35,FRAD071_1081W,,"
archives@saoneetloire71.fr",https://francearchives.gouv.fr/en/service/34085
Préfecture régionale (1941-1944),https://francearchives.gouv.fr/en/findingaid/730d809b5c145409ac9ee0b15e1844799d8d40c4,Archives départementales de l'Hérault,Collection,,"Especially: Affaires juives, https://francearchives.gouv.fr/en/facomponent/5734ddda45b52769a938069030342c5acfee8810",18 W 1-284,FRAD034_M_000315,Selon les lois et règlements en vigueur.,"
archives@herault.fr",https://francearchives.gouv.fr/en/service/33680
Préfecture régionale de Bordeaux : dossiers relatifs aux affaires de l'Occupation (1939-1945),https://francearchives.gouv.fr/en/findingaid/5e66bd5986e39e58fae202371f373073eeb37ea1,Archives départementales de la Gironde,Collection,,,45 W 1-90,FRAD033_IR_45W,Archives publiques,archives.gironde@gironde.fr,https://francearchives.gouv.fr/en/service/33661
"Protectorat au Maroc, Résidence générale, direction de l'Intérieur",https://francearchives.gouv.fr/en/findingaid/85ce721e78048d37fe247018d9ce191abde64f8e,Ministère de l'Europe et des Affaires étrangères - Direction des archives,Folder,,"Direction de l'Intérieur, questions juives (S.5): https://francearchives.gouv.fr/en/facomponent/9fea15c6939045caa3208f2be2e60f27c5cc7c09",1MA/200-286,FRMAE_0001MA200,,lecture.archives@diplomatie.gouv.fr,https://francearchives.gouv.fr/en/service/34566
"Radiodiffusion. Question juive, épuration administrative pour faits de collaboration, ""commission de la guillotine "" (1941-1954)",https://francearchives.gouv.fr/en/findingaid/34d7e21f923feb619707793331206251077dfa97,Archives nationales de France,Collection,,,F/43/170-F/43/172,FRAN_IR_024150,,http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
Récupération artistique,https://francearchives.gouv.fr/en/findingaid/3548bdc72a1cb2d4f3e4890013f70ac6090ebf53,Ministère de l'Europe et des Affaires étrangères - Direction des archives,Collection,,,209SUP,FRMAE_209SUP,La sous-série est communicable selon les dispositions de l'article L213-1 et L213-2 du Code du Patrimoine sur le régime de communication des archives publiques.,lecture.archives@diplomatie.gouv.fr,https://francearchives.gouv.fr/en/service/34566
Renseignements généraux : surveillance politique et répression des étrangers sous l'Occupation.,https://francearchives.gouv.fr/en/findingaid/54e02f77900249c3cd4c4d3b2d7c07de73629657,Préfecture de Police - Service des archives,Collection,,,Ge 1-32,FRAPP075_GE,"Statut juridique Archives publiques
Communicabilité
L'ensemble des documents du fonds sont communicables selon les articles L. 213-1 à 213-2 du Code du patrimoine et selon l'arrêté du 24 décembre 2015 portant ouverture d'archives relatives à la Seconde Guerre mondiale (référence NOR : PRMX1526389A), sous réserve des restrictions imposées par l'état matériel des documents.
En raison des règles de diffusion en ligne en matière de données à caractère personnel (DCP), le contenu des articles 5 et de 7 à 31 n'est pas disponible.","
archivesdelaprefecturedepolice@interieur.gouv.fr",https://francearchives.gouv.fr/en/service/34127
Répertoire de la sous-série J continu (cotes J 2381 à 2591),https://francearchives.gouv.fr/en/findingaid/13704343d73714d037bc96d7bc6f57605dc9927a,Archives départementales de la Dordogne,Folder,,"https://francearchives.gouv.fr/en/facomponent/c731f497e8403dda7ec32081c8b3feebfb48d6e9, https://francearchives.gouv.fr/en/facomponent/613720d9af9e62ea3d6465efb0942f0c4b367184, https://francearchives.gouv.fr/en/facomponent/8f52964156b951f842033bc1cc11e19cda65ceed, https://francearchives.gouv.fr/en/facomponent/c79e6d72e5b016c096754236d728f69353520220, https://francearchives.gouv.fr/en/facomponent/b67e6253ab5b5c3d7cbac856e834c0725f3826cd ",J 2381-2591,FRAD024_J_0001_J_2381_2591,,cd24.archives@dordogne.fr,https://francearchives.gouv.fr/en/service/33565
Répertoire des ressources pédagogiques,https://francearchives.gouv.fr/en/findingaid/1412d415bfd299f8eb71a9ff7ccc5d56d8a1df01,Archives départementales des Hautes-Alpes,Folder,,Specifically: Ressources pédagogiques,,FRAD005_RessourcesPedagogiques,,"
archives05@hautes-alpes.fr",https://francearchives.gouv.fr/en/service/33390
Répertoire du fonds Mauduit-Amiot,https://francearchives.gouv.fr/en/findingaid/3d9d3fda911bccd721b8f663f7a25c793726ec2a,Archives départementales des Hautes-Alpes,Collection,,,149 J 1-14,FRAD005_149J,"Modalités d'accès Statut juridique Archives privées Communicabilité
Libre pour les cotes 149 J 1 à 12, soumis à autorisation du donateur pour les cotes 149 J 13 et 14",archives05@hautes-alpes.fr,https://francearchives.gouv.fr/en/service/33390
Répertoire méthodique des archives relatives aux réfugiés de la Seconde Guerre mondiale,https://francearchives.gouv.fr/en/findingaid/55f71d40b51b0414a03b587e59343f9544f85ef2,Archives départementales des Hautes-Pyrénées,Collection,,,47 W 1-432 ; 48 W 1-135,FRAD065_IR_00340,"Statut juridiqueArchives publiques
Communicabilité
Les documents sont communicables de plein droit sous réserve des dispositions de l'article L.213-2 du Code du patrimoine, livre II relatif aux archives.",http://www.archivesenligne65.fr,https://francearchives.gouv.fr/en/service/34000
Répertoire numérique détaillé du fonds Affiches 1939-1945,https://francearchives.gouv.fr/en/findingaid/e2d30f47a1545655f128b760fcdda41aa2b156d6,La Contemporaine,Collection,,,,FR_920509801_LC_Musee_9_1_Maitre_Coll_Musee_Aff 39_45_L4_1,"Les affiches numérisées (sous droit ou non encore versées dans la bibliothèque numérique L'Argonnaute) sont consultables depuis des postes informatiques dédiés à votre disposition en salle de lecture. Pour cela, solliciter au préalable un rendez-vous auprès du département du musée (collections@lacontemporaine.fr).
Les affiches non numérisées et non réservables directement (via Mnesys) pour une consultation en salle de lecture peuvent être communiquée sur rendez-vous, auprès du département du musée (collections@lacontemporaine.fr).",http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Répertoire numérique détaillé du fonds David Rousset,https://francearchives.gouv.fr/en/findingaid/fbe3ae6ad0ca77190adec9a7ea47853faf00d461,La Contemporaine,Collection,,,,FR BDIC - F delta 1880,Librement consultable.,http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Répertoire numérique détaillé du fonds de l'Association nationale des anciennes déportées et internées de la Résistance (France),https://francearchives.gouv.fr/en/findingaid/84f412b08a172e54df9e675408ca243a36cd13bc,La Contemporaine,Collection,,,,FR_920509801_LC_Archives_AC_Association_nationale_deportees,"Le fonds est librement consultable.
Les fichiers de l’ADIR (cotes F/DELTA/RES/797/10 à F/DELTA/RES/797/20) et les objets conservés par l’association (cartons conservés sous la cote F/DELTA/RES/797/58) ne sont cependant consultables que sur rendez-vous, à prendre avec le département des archives de La contemporaine (collections@lacontemporaine.fr).",http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Répertoire numérique détaillé du fonds de l'Association pour l’étude des assassinats par gaz sous le régime national-socialiste (ASSAG),https://francearchives.gouv.fr/en/findingaid/6997c3dbd8dcac47198b9eccd4fb30a2b500e7d7,La Contemporaine,Collection,,,,FR_920509801_LC_Archives_AC_ASSAG,"Fonds consultable uniquement sur dérogation, à demander au département des archives de La contemporaine (collections@lacontemporaine.fr).",http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Répertoire numérique détaillé du fonds de la Cimade,https://francearchives.gouv.fr/en/findingaid/28897ae4f10d399b344021bda2c8f46ca4c53887,La Contemporaine,Collection,,,,FR_920509801_LC_Archives_AC_Cimade_Fichier_Maitre,"Librement consultable sauf les documents comportant des informations à caractère privé : la sécurité et la liberté de l'intéressé et de ses proches, des mesures de justice et de police administrative, les motifs de la venue d'un étranger en France, la vie familiale, les aides sociales apportées par la Cimade, les dons en faveur de la Cimade, la formation et le parcours professionnel, les données médicales.
Une dérogation pour la consultation de ces dossiers peut être accordée par le département des archives de La contemporaine : collections@lacontemporaine.fr.",http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Répertoire numérique détaillé du fonds de la Cimade Série 5,https://francearchives.gouv.fr/en/findingaid/f4ae239b2924489612774435d0743b7399ff7240,La Contemporaine,Collection,,,,FR_920509801_LC_Archives_AC_Cimade_Serie_5,,http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Répertoire numérique détaillé du fonds Deutschvölkischer Schutz-und Trutzbund,https://francearchives.gouv.fr/en/findingaid/e79183da9b24a17a7bd35ff1d757da7213e297ca,La Contemporaine,Collection,,,,FR_920509801_LC_Archives_AC_Deutschvolkischer_Schutz_Trutzbund,Librement consultable.,http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Répertoire numérique détaillé du fonds du Bureau d'études de la presse étrangère « Cartons Verts » Question juive et question musulmane,https://francearchives.gouv.fr/en/findingaid/de2799e11ed64bf20cb8771bcfe69c015d7da652,La Contemporaine,Collection,,,,FR_920509801_LC_Archives_AC_France_BEPE_Question_juive,,http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Répertoire numérique détaillé du fonds du Bureau d'études de la presse étrangère « Cartons Verts » Question juive et question musulmane,https://francearchives.gouv.fr/en/findingaid/ed4486b021e9977ea258a8a55d0d5d6906ada494,La Contemporaine,Collection,,,,FR BDIC - F delta 0880,,http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Répertoire numérique détaillé du fonds Louis Lecoin,https://francearchives.gouv.fr/en/findingaid/a04fbe34630704bcc89ad3095c885da95f32903c,La Contemporaine,Collection,,,,FR_920509801_LC_Archives_AP_Lecoin_Louis,Librement consultable.,http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Répertoire numérique détaillé du fonds Louis Mouren,https://francearchives.gouv.fr/en/findingaid/c591927af2f0a3c119bf1fe0f0758262de2ea3b4,La Contemporaine,Collection,,,,FR_920509801_LC_Archives_AP_Mouren_Louis,Librement consultable.,http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Répertoire numérique détaillé du fonds Maurice Rajsfus,https://francearchives.gouv.fr/en/findingaid/bb45e90bb421e0cde620c44a87b4e8fe6cdc98cd,La Contemporaine,Collection,,,,FR_920509801_LC_Archives_AP_Rajsfus_Maurice,"Le fonds est librement consultable, à l’exception de quelques cartons dont la communication nécessite une autorisation préalable (voir les précisions au niveau de chaque carton).
Les autorisations de consultation par dérogation doivent être demandées par mail à l’adresse suivante : collections@lacontemporaine.fr.",http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Répertoire numérique détaillé du fonds Pierre Favreau,https://francearchives.gouv.fr/en/findingaid/e3765d75a1217551249ab7e9321b8a3e39cd9fe6,La Contemporaine,Collection,,,,FR_920509801_LC_Archives_AP_Favreau_Pierre,Librement consultable.,http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Répertoire numérique détaillé du fonds Rita Thalmann,https://francearchives.gouv.fr/en/findingaid/0568570831639f14a86326424d72069a67c157b2,La Contemporaine,Collection,,,,FR_920509801_LC_Archives_AP_Thalmann_Rita,Librement consultable.,http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Répertoire numérique détaillé du fonds Robert Francès,https://francearchives.gouv.fr/en/findingaid/ef7f9eb31dfe3c9baf26e527af7ee73fd6460819,La Contemporaine,Collection,,,,FR BDIC - Arch 0065,Librement consultable.,http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Répertoire numérique du fonds d'archives du Service départemental de la carte d'identité de Français 1940-1945,https://francearchives.gouv.fr/en/findingaid/a99cbd43f0e10922f99140426182fedb0756b1da,Archives départementales des Hautes-Pyrénées,Collection,,,34 W 1-200,FRAD065_IR_00345,"Statut juridiqueArchives publiques
Communicabilité
Les documents sont communicables de plein droit sous réserve des dispositions de l'article L.213-2 du Code du patrimoine, livre II relatif aux archives.",http://www.archivesenligne65.fr,https://francearchives.gouv.fr/en/service/34000
Répertoire numérique du fonds de l'Amicale de Bergen Belsen,https://francearchives.gouv.fr/en/findingaid/6d5958e763fe52b42f2d53261342b65386a9f2c1,La Contemporaine,Collection,,,,FR_920509801_LC_Archives_AC_Amicale_de_Bergen_Belsen,Librement consultable.,http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Répertoire numérique du fonds du Docteur Charles Odic,https://francearchives.gouv.fr/en/findingaid/ca227d9539bb09e4a6c0e633ccb3dec57da73118,La Contemporaine,Collection,,,,FR BDIC - F delta 1725,Librement consultable.,http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Répertoire numérique du fonds Geneviève Delmas,https://francearchives.gouv.fr/en/findingaid/c0f072735e3fa07db3e1740b90c6dd98af042a57,La Contemporaine,Collection,,,,FR_920509801_LC_Archives_AP_Delmas_Genevieve,Librement consultable.,http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Répertoire numérique du fonds Georges Soubirous,https://francearchives.gouv.fr/en/findingaid/a8453996ef48d61e2a1ef88854f535f569b53272,La Contemporaine,Collection,,,,FR BDIC - F delta 2140,Librement consultable.,http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Répertoire numérique du fonds Jacques Delarue,https://francearchives.gouv.fr/en/findingaid/f0da9acb00eb66a3cf051951b97c449a0f15be4a,La Contemporaine,Collection,,,,FR_920509801_LC_Archives_AP_Delarue_Jacques,"Fonds consultable uniquement sur dérogation, à demander au département des archives de La contemporaine (collections@lacontemporaine.fr).",http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Répertoire numérique du fonds Maurice Bourdet,https://francearchives.gouv.fr/en/findingaid/dae3101b8b88eeb9657d9d4a155d2efd2cd27236,La Contemporaine,Collection,,,,FR_920509801_LC_Archives_AP_Bourdet_Maurice,Librement consultable.,http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Répertoire numérique du fonds Neus Català,https://francearchives.gouv.fr/en/findingaid/ae987511bf4b94363ac76a953c59585b13e87b47,La Contemporaine,Collection,,,,FR_920509801_LC_Archives_AP_Catala_Palleja_Neus,Librement consultable.,http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Répertoire numérique du fonds Odette Martinez-Maler,https://francearchives.gouv.fr/en/findingaid/ffbb46fbceee6aa2091b31f0709de444c90e8f4c,La Contemporaine,Collection,,,,FR_920509801_LC_Archives_AP_Martinez_Maler_Odette,"Consultable sur les postes informatiques en salle de lecture de La contemporaine. Pour cela, prendre contact avec le département des archives (collections@lacontemporaine.fr).",http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Répertoire numérique du fonds Philippe Pétain,https://francearchives.gouv.fr/en/findingaid/df4c44e86e3dd97b54ffade91d9099def6b77922,La Contemporaine,Collection,,,,FR_920509801_LC_Archives_AP_Petain_Philippe,Librement consultable.,http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Répertoire numérique du fonds Pierre-Louis Berthaud,https://francearchives.gouv.fr/en/findingaid/a2a0295f3f928ce376e0661e7bd6c5bfd8efea07,La Contemporaine,Collection,,,,FR_920509801_LC_Archives_AP_Berthaud_Pierre_Louis,Librement consultable.,http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Répertoire numérique du fonds Suzanne Mengin,https://francearchives.gouv.fr/en/findingaid/04aa100627d56d1ce51ef859d6c084a688b10a95,La Contemporaine,Collection,,,,FR_920509801_LC_Archives_AP_Mengin_Suzanne,"Fonds consultable uniquement sur dérogation, à demander au département des archives de La contemporaine (collections@lacontemporaine.fr).",http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
"Répertoire numérique du fonds Wechsler, Maïa",https://francearchives.gouv.fr/en/findingaid/54686527f7aa6c869cf7de0cb333d601af7cd052,La Contemporaine,Collection,,,,FR_920509801_LC_Archives_AP_Wechsler_Maia,Les modalités de consultation sont précisées au niveau de chaque dossier.,http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Répertoire numérique du fonds Wilhem Gengenbach,https://francearchives.gouv.fr/en/findingaid/f5cde945f8de7e61a0dc7091687cb563bb66d49b,La Contemporaine,Collection,,,,FR_920509801_LC_Archives_AP_Gengenbach_Wilhelm,Librement consultable.,http://www.lacontemporaine.fr/,https://francearchives.gouv.fr/en/service/76315055
Robert Duchez et Marie Bartette,https://francearchives.gouv.fr/en/findingaid/45636e039c902bd08c99a31578420d8b08b35339,Archives départementales de la Gironde,Collection,,,72 J 1-35,FRAD033_IR_72J,Archives privées,archives.gironde@gironde.fr,https://francearchives.gouv.fr/en/service/33661
"Schatzman, Évry - Archives",https://francearchives.gouv.fr/en/findingaid/4c8f4f7d92e3625dcd474399846ec952a3a123b0,Observatoire de Paris - Bibliothèque et Archives,Collection,,,Ms 1086,FR-920489801_bibfspec_schatzman,L'accès au fonds est soumis à une autorisation préalable et conditionné par la justification d'une recherche. Certains documents peuvent faire l'objet de restriction de communication conformément à la législation en vigueur mais peuvent faire l’objet d’une demande de dérogation.,mission.archives@obspm.fr,https://francearchives.gouv.fr/en/service/26288058
Section spéciale de la cour d'appel de Paris (1941-1944) Volume 1,https://francearchives.gouv.fr/en/findingaid/3cb443782353f4b19545606661739d54fc5608e0,Archives nationales de France,Collection,,,Z/4/1/A-Z/4/105,FRAN_IR_054854,"Communicables selon les articles L.213-1 à 213-7 du Code du patrimoine et selon l’arrêté du 24 décembre 2015 portant ouverture d’archives relatives à la Seconde guerre mondiale, sous réserve des restrictions imposées par l’état matériel des documents.
Par ailleurs, conformément à la réglementation de la Commission nationale de l’informatique et des libertés, ne sont publiées dans ce présent instrument de recherche en salle des inventaires virtuelle des Archives nationales que les données pouvant être diffusées sur Internet. Les données à caractère personnel ou sensibles peuvent être consultées sur les postes informatiques de l’un des sites des Archives nationales.",http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
Section spéciale de la cour d'appel de Paris (1941-1944) Volume 2,https://francearchives.gouv.fr/en/findingaid/f48386d75acd5abaf89a80da67e073338bb7ceb8,Archives nationales de France,Collection,,,Z/4/106-Z/4/177,FRAN_IR_054855,"Communicables selon les articles L.213-1 à 213-7 du Code du patrimoine et selon l'arrâté du 24 décembre 2015 portant ouverture d'archives relatives à la Seconde guerre mondiale, sous réserve des restrictions imposées par l'état matériel des documents.
Par ailleurs, conformément à la réglementation de la Commission nationale de l'informatique et des libertés, ne sont publiées dans ce présent instrument de recherche en salle des inventaires virtuelle des Archives nationales que les données pouvant âtre diffusées sur Internet. Les données à caractère personnel ou sensibles peuvent âtre consultées sur les postes informatiques de l'un des sites des Archives nationales.",http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
"Série 72 AJ des Archives nationales, « doubles » partiels",https://francearchives.gouv.fr/en/findingaid/789327cf40baa6fecfe6586c148af10c999abcc9,Humathèque Condorcet - Service des archives,Collection,,"""partial doubles"" of national archives records",CNRS IHTP 72 AJ 35-705A,FR-930019801-CNRS-IHTP-72AJ-doublesAN,,"
archives.humatheque@campus-condorcet.fr",https://francearchives.gouv.fr/en/service/224765870
Série principale,https://francearchives.gouv.fr/en/findingaid/f2ebd5e0fd124f72664c00b365ada051e636fd0c,Humathèque Condorcet - Service des archives,Folder,,Specifically: État français (1940 - 1944) : Antisémitisme,CNRS IHTP ARC 001-143,FR-930019801-CNRS-IHTP-ARC001,,archives.humatheque@campus-condorcet.fr,https://francearchives.gouv.fr/en/service/224765870
Service du travail obligatoire et titre de personne contrainte au travail en pays ennemi (1521 W),https://francearchives.gouv.fr/en/findingaid/19141b51539a4b7c008544c6b9c59ffa04c151a5,Archives départementales des Landes,Collection,,,,FRAD040_00001521W,Statut juridique Archives publiques,archives@landes.fr,https://francearchives.gouv.fr/en/service/33752
Services régionaux du Secrétariat d'État au Travail (1939-1946),https://francearchives.gouv.fr/en/findingaid/5345e6bdd840f29a0dd90162a89f9d1989d6666c,Archives départementales de l'Hérault,Collection,,,15 W 1-256,FRAD034_000000823,Selon les lois et règlements en vigueur.,archives@herault.fr,https://francearchives.gouv.fr/en/service/33680
SHDAC_INV_27P_Criminels de guerre,https://francearchives.gouv.fr/en/findingaid/1fa39097b9245dd4277f4469a5736cdeb67fd3b4,Ministère des Armées - Service historique de la Défense (SHD),Collection,,,AC 27 P 768 - AC 27 P 789,SHDAC_INV_27P_Criminels_de_guerre,Fonds librement communicable,https://www.servicehistorique.sga.defense.gouv.fr,https://francearchives.gouv.fr/en/service/34577
Sources de l'histoire de la Shoah et de son contexte historique conservées aux Archives du Cantal,https://francearchives.gouv.fr/en/findingaid/cf175850c7e0d109fc2c21f204c0f57815c0000c,Archives départementales du Cantal,Collection,,,9 NUM 1-24,FRAD015_9_NUM,Communicabilité libres,archives@cantal.fr,https://francearchives.gouv.fr/en/service/33506
Sources sur la seconde guerre mondiale conservées par le Service des archives économiques et financières (SAEF),https://francearchives.gouv.fr/en/findingaid/4638cfae14386e52a7cc5a3b3a4e4a671cfd6831,Ministère de l'Economie et des Finances - Service des archives économiques et financières,Collection,,,,FRSAEF_IR_2eme_guerre_mondiale_20170412,communicabilité selon les articles L.213-1 à 213-6 du Code du Patrimoine,archives@finances.gouv.fr,https://francearchives.gouv.fr/en/service/34581
Sous-préfecture de Béziers - Mission du cabinet du sous-préfet (1853-2008),https://francearchives.gouv.fr/en/findingaid/2cdef1ae436e594e3ac5ad98b78beb27712719f1,Archives départementales de l'Hérault,Folder,,"Sous-préfecture de Béziers - Mission du cabinet du sous-préfet (1853-2008)
Cabinet
Affaires de guerre
Seconde Guerre mondiale: Most subfolders, https://francearchives.gouv.fr/en/facomponent/87ba3e517cb5ccd2318f928a186c142d0d84d04a",12 W ; 363 W ; 389 W ; 415 W ; 443 W ; 479 W ; 506 W ; 579 W ; 785 W ; 888 W ; 1021 W ; 1232 W ; 1380 W ; 2327 W ; 2333 W,FRAD034_M_000084,Selon les lois et règlements en vigueur,archives@herault.fr,https://francearchives.gouv.fr/en/service/33680
Sous-série 1 J Documents isolés et petits fonds entrés par voie extraordinaire Deuxième volume,https://francearchives.gouv.fr/en/findingaid/9192af9c1fa1250ca4e119a8b47e5b8c93afb70e,Archives départementales du Lot-et-Garonne,Folder,,NOT all are relevant; extensive/random collection from different time periods. Relevant examples: https://francearchives.gouv.fr/en/facomponent/276c2412581fd4a4e0cfdc939c6f3d7f9abf1bb9 and https://francearchives.gouv.fr/en/facomponent/cb4938792c2511aa3ed7f9a0508e9573e4db7f05 and https://francearchives.gouv.fr/en/facomponent/db4779f51ff2b72e3485804459c2122408b3daf6,1 J 1100-1517,FRAD047_000000044,"Statut juridique Archives privées
Communicabilité
Fonds librement communicable",archives@lotetgaronne.fr,https://francearchives.gouv.fr/en/service/33820
Suivi des entreprises et lutte contre le chômage pendant la Seconde Guerre mondiale (1940-1949),https://francearchives.gouv.fr/en/findingaid/93c678316d32c06a8a4cd6cc360988177abe4054,Archives départementales du Val-d'Oise,Folder,,"Indemnisation de la main-d'oeuvre inoccupée ou occupée partiellement, par suite de faits de guerre, manque d'énergie ou sinistres : état nominatif des bénéficiaires, courrier de la commune. This may need a second look, but potentially includes businesses owned/led by Jews: https://francearchives.gouv.fr/en/facomponent/666d8a0f93f5525746cf63a96201c974c40c75f7","997 W 1-15, 1003 W 1-2, 1004 W 1-11, 1005 W 1, 2228 W 1-7",FRAD095_00560,"Délai de communicabilité réglementaire : conformément à l'article L213-2 du Code du patrimoine. Restrictions d'accès liées à l'état matériel des documents : conformément au règlement de la salle de lecture en vigueur.
Publiable sur internet",archives.publics@valdoise.fr,https://francearchives.gouv.fr/en/service/34471
Tribunaux militaires internationaux,https://francearchives.gouv.fr/en/findingaid/ba946d7bb7f6989ba5b702ca008e53dadcf07b7e,Archives nationales de France,Collection,,"Link in EHRI portal with metadata via ""EHRI partner"": https://portal.ehri-project.eu/units/fr-002374-bb_35_1_bb_35_907 ",BB/35/1-BB/35/907,FRAN_IR_002363,,http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
Une famille amiénoise victime de la Shoah : archives de la famille Schulhof-Lévy (134J10),https://francearchives.gouv.fr/en/findingaid/27db78a9b5dcda1f42435afa5899d9a112483a2b,Archives départementales de la Somme,Collection,Files and mapping in staging ,"""Selected records"" of this archive via USHMM copies included in EHRI portal: https://portal.ehri-project.eu/units/us-005578-irn84804",,FRAD080_DOSSIER_C3,,archives@somme.fr,https://francearchives.gouv.fr/en/service/34229
"Urbanisme ; Direction dommages de guerre, Centre national de réglement des dommages de guerre (1942-1967)",https://francearchives.gouv.fr/en/findingaid/853f319725357d088ae1af612eaa5ab6f8e9b772,Archives nationales de France,Folder,,"Dossiers de dommages de guerre mobiliers d'usage courant ou familial conservés en vue de l'application de la loi fédérale allemande du 19 juillet 1957, dite loi Boûg (Cartons DG 1002 à 1152). Dossiers de dommages de guerre mobiliers, personnalités (DG 1153). 1942-1966-- Includes files likely pertaining to Jewish family property damages: https://francearchives.gouv.fr/en/facomponent/06832090016ea109d5c3cbd6d388882924d2f317 ",19780332/1-19780332/195,FRAN_IR_011165,,http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
"Varia, documents ponctuels",https://francearchives.gouv.fr/en/findingaid/bfee657143cac84569b3cd09d097ef258011f526,Humathèque Condorcet - Service des archives,Folder,,"Numerous WWII/Holocaust documents, including ""Les enfants de Drancy""",CNRS IHTP ARC 1000 n°1-39,FR-930019801-CNRS-IHTP-ARC1000,,archives.humatheque@campus-condorcet.fr,https://francearchives.gouv.fr/en/service/224765870
Versement de la préfecture de la Creuse,https://francearchives.gouv.fr/en/findingaid/d979f709165e4404f3afa4e54a84f5f5cbcf621e,Archives départementales de la Creuse,Folder,,"Seconde Guerre mondiale, https://francearchives.gouv.fr/en/facomponent/61659754384c1c41d87e03989c96a08aade3f689","976 W 1-692, 987 W 1-213",FRAD023_0490_976W_987W,"Conformément aux dispositions du Code du patrimoine, ces documents sont librement communicables, sous réserve de leur état de conservation matérielle et des délais prévus par le code du patrimoine. S'ils sont disponibles sous forme numérisée ou microfilmée, les originaux ne sont pas communiqués.",archives@creuse.fr,https://francearchives.gouv.fr/en/service/33560
ZA - Archives des services allemands saisies ou abandonnées à Tours à partir du 21 août 1944,https://francearchives.gouv.fr/en/findingaid/6dc19158b03278c529fe7e8992677536590a5e94,Archives départementales d'Indre-et-Loire,Collection,,,ZA,FRAD037_ZA,"
Modalités d'accès
En vertu de l'arrêté du 29 avril 2002 instituant une dérogation générale pour la consultation des fonds d'archives publiques concernant la Seconde Guerre mondiale, le fonds est librement communicable à l'exception des articles 4ZA1-4 et 4ZA7-14, concernés par le secret médical.",archives@departement-touraine.fr,https://francearchives.gouv.fr/en/service/33712
